"","record","gender","age","age_category","state","use_smartphone","use_tablet","use_computer","use_smarttv","use_console","use_other","phonetype","q1","q3","q5","q6","q8","q13","q14","q15","q16","q17","q18","dstraightliner","selfrated_usage","qusage2_iosc1","qusage2_iosc2","noanswerqusage2_ios_r99","qusage2_andr1c1","qusage2_andr1c2","qusage2_andr2c1","qusage2_andr2c2","qusage2_andr3c1","qusage2_andr3c2","qusage2_andr4c1","qusage2_andr4c2","qusage2_andr5c1","qusage2_andr5c2","qusage2_andr6c1","qusage2_andr6c2","qusage2_andr7c1","qusage2_andr7c2","noanswerqusage2_and_r99","unique_psu_responses","problematic_only1uniquepsu","usage_minutes","qusage2_andr_day1","qusage2_andr_day2","qusage2_andr_day3","qusage2_andr_day4","qusage2_andr_day5","qusage2_andr_day6","qusage2_andr_day7","androidusage_minutes","usage_hours","isfemale","malefemale","usage_loghours","iphone_user","device_count","q1_agree","q3_agree","q5_agree","q6_agree","q8_agree","q13_agree","q14_agree","q15_agree","q16_agree","q17_agree","q18_agree","selfrated_usage_rawnumeric","selfrated_usage_numeric","selfrated_min","selfrated_max","selfrated_usage_accuracy","problematic_morethan16hours","problematic_inconsistentselfwithgt8","problematic_morethan12hours","android_day_unique","probelmatic_android_repeat","problematic_missingusage","problematic_missingselfratedusage","has_missingdata","has_validity_issue","retain","probsmart","techconcern"
"55",79,"Female",44,"35-44","NSW",1,1,1,1,1,0,"iphone",5,5,5,5,5,3,1,5,5,5,5,"No","3 to 4 hours",5,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,320,NA,NA,NA,NA,NA,NA,NA,NA,5.33333333333333,TRUE,"Female",1.84582669049833,TRUE,5,1,1,1,1,1,0,0,1,1,1,1,4,210,3,4,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.14285714285714,5
"56",81,"Female",25,"25-34","QLD",1,1,1,0,0,0,"iphone",5,5,1,3,4,3,4,4,4,4,4,"No","More than 4 hours",8,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,500,NA,NA,NA,NA,NA,NA,NA,NA,8.33333333333333,TRUE,"Female",2.23359222150709,TRUE,3,1,1,0,0,1,0,1,1,1,1,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.57142857142857,4
"57",82,"Female",34,"25-34","VIC",1,0,1,1,1,0,"android",5,4,3,5,2,1,3,3,3,3,3,"No","3 to 4 hours",NA,NA,NA,4,23,7,17,6,12,7,10,3,34,6,17,2,14,0,5,FALSE,318.142857142857,263,437,372,430,214,377,134,318.142857142857,5.30238095238095,TRUE,"Female",1.84092749094969,FALSE,4,1,1,0,1,0,0,0,0,0,0,0,4,210,3,4,"underestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.28571428571429,3
"58",80,"Male",65,"65-120","VIC",1,0,1,0,0,0,"android",3,2,3,2,2,2,2,4,4,2,4,"No","1 to 2 hours",NA,NA,NA,1,30,2,12,2,15,1,30,1,10,2,45,2,10,0,4,FALSE,116,90,132,135,90,70,165,130,116,1.93333333333333,FALSE,"Male",1.07613943281605,FALSE,2,0,0,0,0,0,0,0,1,1,0,1,2,90,1,2,"accurate",FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.28571428571429,3.5
"59",88,"Male",51,"45-54","NSW",1,0,1,0,0,0,"android",1,1,1,1,1,1,1,5,5,4,5,"No","Less than 1 hour",NA,NA,NA,0,45,0,30,0,40,1,10,1,0,1,10,0,50,0,4,FALSE,52.1428571428571,45,30,40,70,60,70,50,52.1428571428571,0.869047619047619,FALSE,"Male",0.625429006504994,FALSE,2,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,4.75
"60",89,"Female",58,"55-64","SA",1,1,1,1,0,0,"iphone",2,2,4,4,3,2,2,3,4,2,5,"No","Less than 1 hour",1,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,80,NA,NA,NA,NA,NA,NA,NA,NA,1.33333333333333,TRUE,"Female",0.847297860387203,TRUE,4,0,0,1,1,0,0,0,0,1,0,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.71428571428571,3.5
"61",92,"Male",44,"35-44","QLD",1,0,0,1,1,0,"android",4,3,2,2,1,1,2,4,5,5,5,"No","2 to 3 hours",NA,NA,NA,2,15,2,10,3,30,2,0,1,45,1,50,2,44,0,5,FALSE,139.142857142857,135,130,210,120,105,110,164,139.142857142857,2.31904761904762,FALSE,"Male",1.19967788004306,FALSE,3,1,0,0,0,0,0,0,1,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.14285714285714,4.75
"62",91,"Female",70,"65-120","VIC",1,1,1,0,0,0,"iphone",2,2,2,3,2,2,2,3,5,4,3,"No","1 to 2 hours",3,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,203,NA,NA,NA,NA,NA,NA,NA,NA,3.38333333333333,TRUE,"Female",1.47780946995566,TRUE,3,0,0,0,0,0,0,0,0,1,1,0,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.14285714285714,3.75
"64",93,"Male",64,"55-64","SA",1,1,1,0,0,0,"android",1,2,1,1,1,1,1,5,5,4,4,"No","Less than 1 hour",NA,NA,NA,0,45,1,0,0,25,0,30,0,15,0,15,0,45,0,4,FALSE,33.5714285714286,45,60,25,30,15,15,45,33.5714285714286,0.55952380952381,FALSE,"Male",0.444380524357838,FALSE,3,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.14285714285714,4.5
"65",95,"Female",40,"35-44","VIC",1,1,1,1,1,0,"iphone",2,4,3,5,3,3,3,5,5,5,4,"No","More than 4 hours",8,47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,527,NA,NA,NA,NA,NA,NA,NA,NA,8.78333333333333,TRUE,"Female",2.280680257606,TRUE,5,0,1,0,1,0,0,0,1,1,1,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.28571428571429,4.75
"67",97,"Female",34,"25-34","NSW",1,1,1,1,1,0,"android",5,4,4,3,2,4,4,5,5,5,5,"No","2 to 3 hours",NA,NA,NA,1,20,3,10,3,10,2,30,3,10,2,50,1,30,0,4,FALSE,151.428571428571,80,190,190,150,190,170,90,151.428571428571,2.52380952380952,TRUE,"Female",1.25954265548075,FALSE,5,1,1,1,0,0,1,1,1,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.71428571428571,5
"68",94,"Female",31,"25-34","VIC",1,1,1,1,1,0,"android",5,3,5,3,4,1,1,5,5,3,5,"No","More than 4 hours",NA,NA,NA,4,37,2,40,3,50,4,57,6,34,5,22,3,2,0,4,FALSE,266,277,160,230,297,394,322,182,266,4.43333333333333,TRUE,"Female",1.69255281914461,FALSE,5,1,0,1,0,1,0,0,1,1,0,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.14285714285714,4.5
"70",101,"Male",61,"55-64","SA",1,1,1,0,0,0,"iphone",2,2,2,2,2,2,2,3,4,3,5,"No","Less than 1 hour",1,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,72,NA,NA,NA,NA,NA,NA,NA,NA,1.2,FALSE,"Male",0.78845736036427,TRUE,3,0,0,0,0,0,0,0,0,1,0,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,3.75
"71",104,"Female",39,"35-44","NSW",1,0,1,1,0,0,"android",4,2,4,2,2,2,2,4,4,4,4,"No","More than 4 hours",NA,NA,NA,6,3,3,35,8,46,4,7,2,45,4,37,7,4,0,2,FALSE,316.714285714286,363,215,526,247,165,277,424,316.714285714286,5.27857142857143,TRUE,"Female",1.83714247507587,FALSE,3,1,0,1,0,0,0,0,1,1,1,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.57142857142857,4
"72",102,"Female",24,"18-24","NSW",1,0,1,0,0,0,"android",4,4,4,2,2,2,3,4,5,5,4,"No","3 to 4 hours",NA,NA,NA,3,55,4,15,3,22,1,20,0,23,3,20,2,12,0,4,FALSE,161,235,255,202,80,23,200,132,161,2.68333333333333,TRUE,"Female",1.30381813929565,FALSE,2,1,1,1,0,0,0,0,1,1,1,1,4,210,3,4,"overestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,4.5
"73",107,"Female",64,"55-64","QLD",1,1,1,0,0,0,"iphone",2,1,1,2,1,1,1,4,5,3,4,"No","Less than 1 hour",0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,7,NA,NA,NA,NA,NA,NA,NA,NA,0.116666666666667,TRUE,"Female",0.110348057168865,TRUE,3,0,0,0,0,0,0,0,1,1,0,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.28571428571429,4
"74",106,"Male",77,"65-120","WA",1,1,1,0,0,1,"iphone",2,3,2,2,2,2,2,3,3,3,3,"No","Less than 1 hour",0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,7,NA,NA,NA,NA,NA,NA,NA,NA,0.116666666666667,FALSE,"Male",0.110348057168865,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.14285714285714,3
"75",112,"Female",45,"45-54","VIC",1,1,1,0,0,0,"android",2,1,1,1,1,1,2,5,5,5,5,"No","Less than 1 hour",NA,NA,NA,1,10,0,50,0,43,1,3,0,40,0,24,0,57,0,4,FALSE,49.5714285714286,70,50,43,63,40,24,57,49.5714285714286,0.826190476190476,TRUE,"Female",0.602232090089842,FALSE,3,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.28571428571429,5
"77",113,"Female",46,"45-54","NSW",1,1,1,0,0,0,"android",2,2,2,1,1,1,2,4,5,5,4,"No","Less than 1 hour",NA,NA,NA,0,30,0,10,0,15,0,20,0,15,0,22,0,21,0,4,FALSE,19,30,10,15,20,15,22,21,19,0.316666666666667,TRUE,"Female",0.275103290244921,FALSE,3,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.57142857142857,4.5
"79",114,"Male",60,"55-64","WA",1,0,0,0,0,0,"android",4,2,2,2,2,1,1,3,3,3,3,"No","3 to 4 hours",NA,NA,NA,2,30,3,0,4,20,4,10,2,30,2,20,3,0,0,4,FALSE,187.142857142857,150,180,260,250,150,140,180,187.142857142857,3.11904761904762,FALSE,"Male",1.41562197621441,FALSE,1,1,0,0,0,0,0,0,0,0,0,0,4,210,3,4,"accurate",FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,3
"80",108,"Male",54,"45-54","NSW",1,0,1,1,1,0,"android",3,4,4,4,4,4,3,3,4,3,3,"No","1 to 2 hours",NA,NA,NA,3,15,4,25,3,54,4,34,5,25,5,30,3,10,0,3,FALSE,259,195,265,234,274,325,330,190,259,4.31666666666667,FALSE,"Male",1.67084654056274,FALSE,4,0,1,1,1,1,1,0,0,1,0,0,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.71428571428571,3.25
"82",120,"Male",73,"65-120","QLD",1,1,1,0,0,0,"android",1,1,1,1,1,1,3,1,3,3,5,"No","Less than 1 hour",NA,NA,NA,1,3,2,0,1,7,1,9,1,9,1,3,1,2,0,4,FALSE,73.2857142857143,63,120,67,69,69,63,62,73.2857142857143,1.22142857142857,FALSE,"Male",0.79815048956993,FALSE,3,0,0,0,0,0,0,0,0,0,0,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.28571428571429,3
"83",119,"Male",40,"35-44","VIC",1,1,1,1,1,0,"android",3,3,3,2,1,1,2,5,5,1,5,"No","More than 4 hours",NA,NA,NA,8,23,8,12,6,15,9,50,8,55,9,37,7,53,0,5,FALSE,506.428571428571,503,492,375,590,535,577,473,506.428571428571,8.44047619047619,FALSE,"Male",2.24500642279153,FALSE,5,0,0,0,0,0,0,0,1,1,0,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.14285714285714,4
"86",126,"Male",70,"65-120","SA",1,0,1,0,0,0,"iphone",1,2,2,2,1,2,1,5,3,2,5,"No","Less than 1 hour",0,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,45,NA,NA,NA,NA,NA,NA,NA,NA,0.75,FALSE,"Male",0.559615787935423,TRUE,2,0,0,0,0,0,0,0,1,0,0,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.57142857142857,3.75
"88",128,"Female",56,"55-64","VIC",1,0,1,0,0,0,"android",2,2,2,2,2,2,2,4,4,3,4,"No","Less than 1 hour",NA,NA,NA,1,34,1,56,1,24,1,12,1,57,1,50,2,0,0,3,FALSE,101.857142857143,94,116,84,72,117,110,120,101.857142857143,1.69761904761905,TRUE,"Female",0.992369549750592,FALSE,2,0,0,0,0,0,0,0,1,1,0,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,3.75
"94",131,"Female",61,"55-64","QLD",1,0,1,0,0,0,"android",3,1,2,1,1,1,1,4,4,5,5,"No","Less than 1 hour",NA,NA,NA,0,59,0,58,0,59,0,59,0,57,0,56,0,59,0,5,FALSE,58.1428571428571,59,58,59,59,57,56,59,58.1428571428571,0.969047619047619,TRUE,"Female",0.677549983746277,FALSE,2,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.42857142857143,4.5
"96",136,"Male",34,"25-34","QLD",1,0,1,0,0,0,"android",1,1,1,1,1,1,1,5,5,5,1,"No","Less than 1 hour",NA,NA,NA,0,30,0,13,0,26,0,19,0,13,0,24,0,31,0,3,FALSE,22.2857142857143,30,13,26,19,13,24,31,22.2857142857143,0.371428571428571,FALSE,"Male",0.315852949418477,FALSE,2,0,0,0,0,0,0,0,1,1,1,0,1,30,0,1,"accurate",FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,4
"98",142,"Male",36,"35-44","NSW",1,0,1,0,0,0,"iphone",2,2,2,3,3,1,2,3,3,3,3,"No","Less than 1 hour",1,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,72,NA,NA,NA,NA,NA,NA,NA,NA,1.2,FALSE,"Male",0.78845736036427,TRUE,2,0,0,0,0,0,0,0,0,0,0,0,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.14285714285714,3
"99",144,"Male",72,"65-120","NSW",1,1,1,1,0,0,"iphone",2,1,1,1,1,1,1,5,5,4,4,"No","1 to 2 hours",1,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,85,NA,NA,NA,NA,NA,NA,NA,NA,1.41666666666667,FALSE,"Male",0.882389180198474,TRUE,4,0,0,0,0,0,0,0,1,1,1,1,2,90,1,2,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.14285714285714,4.5
"101",146,"Male",65,"65-120","NSW",1,1,1,0,0,0,"iphone",2,2,2,3,3,2,3,2,2,2,2,"No","1 to 2 hours",1,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,103,NA,NA,NA,NA,NA,NA,NA,NA,1.71666666666667,FALSE,"Male",0.999405638584662,TRUE,3,0,0,0,0,0,0,0,0,0,0,0,2,90,1,2,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.42857142857143,2
"107",155,"Male",21,"18-24","WA",1,1,1,1,1,0,"iphone",4,4,5,3,2,3,2,5,3,5,5,"No","1 to 2 hours",1,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,80,NA,NA,NA,NA,NA,NA,NA,NA,1.33333333333333,FALSE,"Male",0.847297860387203,TRUE,5,1,1,1,0,0,0,0,1,0,1,1,2,90,1,2,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.28571428571429,4.5
"108",157,"Female",28,"25-34","TAS",1,1,1,1,0,0,"android",4,4,3,3,4,4,2,5,5,3,4,"No","3 to 4 hours",NA,NA,NA,4,30,6,53,4,20,5,30,6,33,4,56,6,21,0,4,FALSE,334.714285714286,270,413,260,330,393,296,381,334.714285714286,5.57857142857143,TRUE,"Female",1.883817613646,FALSE,4,1,1,0,0,1,1,0,1,1,0,1,4,210,3,4,"underestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.42857142857143,4.25
"109",156,"Female",51,"45-54","SA",1,1,1,0,0,0,"android",3,3,4,5,4,1,1,2,2,2,4,"No","More than 4 hours",NA,NA,NA,4,30,5,10,4,25,6,10,4,20,5,10,4,20,0,5,FALSE,292.142857142857,270,310,265,370,260,310,260,292.142857142857,4.86904761904762,TRUE,"Female",1.76969237519938,FALSE,3,0,0,1,1,1,0,0,0,0,0,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,2.5
"110",159,"Female",70,"65-120","VIC",1,1,1,0,0,0,"iphone",1,1,1,1,1,1,1,3,2,3,4,"No","Less than 1 hour",0,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,30,NA,NA,NA,NA,NA,NA,NA,NA,0.5,TRUE,"Female",0.405465108108164,TRUE,3,0,0,0,0,0,0,0,0,0,0,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,3
"111",160,"Female",41,"35-44","NSW",1,1,1,1,0,0,"iphone",2,5,2,2,2,2,2,4,4,4,4,"No","3 to 4 hours",5,51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,351,NA,NA,NA,NA,NA,NA,NA,NA,5.85,TRUE,"Female",1.92424865227413,TRUE,4,0,1,0,0,0,0,0,1,1,1,1,4,210,3,4,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.42857142857143,4
"112",161,"Male",40,"35-44","QLD",1,1,1,0,1,0,"android",2,3,3,4,3,3,3,3,3,4,4,"No","2 to 3 hours",NA,NA,NA,1,14,2,2,1,15,2,14,2,50,1,40,2,38,0,3,FALSE,119,74,122,75,134,170,100,158,119,1.98333333333333,FALSE,"Male",1.09304124361865,FALSE,4,0,0,0,1,0,0,0,0,0,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,3.5
"113",162,"Female",29,"25-34","VIC",1,1,1,0,0,0,"android",4,4,5,3,4,3,4,5,4,2,4,"No","More than 4 hours",NA,NA,NA,5,42,5,12,4,33,4,46,5,15,5,51,5,2,0,4,FALSE,311.571428571429,342,312,273,286,315,351,302,311.571428571429,5.19285714285714,TRUE,"Female",1.82339655417124,FALSE,3,1,1,1,0,1,0,1,1,1,0,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.85714285714286,3.75
"114",163,"Female",42,"35-44","VIC",1,1,1,1,1,0,"iphone",4,2,3,4,3,2,2,4,4,4,4,"No","3 to 4 hours",4,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,255,NA,NA,NA,NA,NA,NA,NA,NA,4.25,TRUE,"Female",1.65822807660353,TRUE,5,1,0,0,1,0,0,0,1,1,1,1,4,210,3,4,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.85714285714286,4
"117",166,"Female",31,"25-34","WA",1,1,1,1,1,0,"android",5,5,5,4,4,5,4,5,5,5,5,"No","More than 4 hours",NA,NA,NA,5,10,6,4,3,45,5,40,5,10,4,40,6,40,0,2,FALSE,318.428571428571,310,364,225,340,310,280,400,318.428571428571,5.30714285714286,TRUE,"Female",1.84168277799466,FALSE,5,1,1,1,1,1,1,1,1,1,1,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.57142857142857,5
"119",171,"Female",39,"35-44","NSW",1,0,1,0,0,0,"iphone",2,3,3,5,2,2,4,5,5,5,5,"No","1 to 2 hours",1,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,76,NA,NA,NA,NA,NA,NA,NA,NA,1.26666666666667,TRUE,"Female",0.818310323513951,TRUE,2,0,0,0,1,0,0,1,1,1,1,1,2,90,1,2,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,5
"121",174,"Male",73,"65-120","QLD",1,1,1,1,0,0,"iphone",2,2,2,1,2,4,2,1,2,5,5,"No","Less than 1 hour",0,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,45,NA,NA,NA,NA,NA,NA,NA,NA,0.75,FALSE,"Male",0.559615787935423,TRUE,4,0,0,0,0,0,1,0,0,0,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.14285714285714,3.25
"122",170,"Female",45,"45-54","VIC",1,0,1,0,0,0,"android",4,2,2,2,2,2,2,5,5,5,4,"No","1 to 2 hours",NA,NA,NA,0,32,0,8,0,6,0,7,0,29,0,9,0,29,0,4,FALSE,17.1428571428571,32,8,6,7,29,9,29,17.1428571428571,0.285714285714286,TRUE,"Female",0.251314428280906,FALSE,2,1,0,0,0,0,0,0,1,1,1,1,2,90,1,2,"overestimate",FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.28571428571429,4.75
"126",178,"Male",47,"45-54","NSW",1,1,1,1,0,0,"android",3,4,4,3,2,3,2,3,4,4,5,"No","Less than 1 hour",NA,NA,NA,0,48,0,51,0,55,1,8,0,54,0,35,0,28,0,4,FALSE,48.4285714285714,48,51,55,68,54,35,28,48.4285714285714,0.807142857142857,FALSE,"Male",0.591747066118216,FALSE,4,0,1,1,0,0,0,0,0,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,4
"127",180,"Female",34,"25-34","VIC",1,0,0,0,0,0,"android",5,2,4,4,4,3,2,4,4,3,3,"No","More than 4 hours",NA,NA,NA,5,20,7,45,6,32,4,53,2,15,7,12,6,19,0,4,FALSE,345.142857142857,320,465,392,293,135,432,379,345.142857142857,5.75238095238095,TRUE,"Female",1.9098951763746,FALSE,1,1,0,1,1,1,0,0,1,1,0,0,5,357,4,24,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.42857142857143,3.5
"128",181,"Male",51,"45-54","VIC",1,0,1,0,0,0,"android",2,2,2,2,1,3,2,3,3,3,3,"No","1 to 2 hours",NA,NA,NA,0,41,0,23,0,38,0,41,0,51,0,53,0,42,0,3,FALSE,41.2857142857143,41,23,38,41,51,53,42,41.2857142857143,0.688095238095238,FALSE,"Male",0.523600815254713,FALSE,2,0,0,0,0,0,0,0,0,0,0,0,2,90,1,2,"overestimate",FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,3
"129",185,"Male",59,"55-64","NSW",1,1,1,0,0,0,"iphone",2,4,2,4,3,4,2,3,3,3,5,"No","1 to 2 hours",3,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,189,NA,NA,NA,NA,NA,NA,NA,NA,3.15,FALSE,"Male",1.42310833424261,TRUE,3,0,1,0,1,0,1,0,0,0,0,1,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,3.5
"130",186,"Male",25,"25-34","NSW",1,1,1,1,1,0,"android",3,4,4,4,3,2,2,4,4,3,3,"No","2 to 3 hours",NA,NA,NA,2,4,3,4,3,3,3,4,4,4,4,4,4,4,0,3,FALSE,201,124,184,183,184,244,244,244,201,3.35,FALSE,"Male",1.47017584510059,FALSE,5,0,1,1,1,0,0,0,1,1,0,0,3,150,NA,NA,NA,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.14285714285714,3.5
"137",195,"Male",34,"25-34","VIC",1,1,1,1,0,0,"iphone",3,2,2,2,2,2,2,4,5,4,2,"No","2 to 3 hours",3,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,204,NA,NA,NA,NA,NA,NA,NA,NA,3.4,FALSE,"Male",1.48160454092422,TRUE,4,0,0,0,0,0,0,0,1,1,1,0,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.14285714285714,3.75
"142",203,"Female",54,"45-54","NSW",1,1,1,1,0,0,"android",1,1,1,1,1,1,1,5,5,5,5,"No","Less than 1 hour",NA,NA,NA,0,2,0,4,0,2,0,5,0,3,0,2,0,3,0,4,FALSE,3,2,4,2,5,3,2,3,3,0.05,TRUE,"Female",0.048790164169432,FALSE,4,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,5
